ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=3a3c861685815f32,[TmaxAI/R&D] AI 로보어드바이저 개발자,성남 분당구,,"기졸업자 또는 22년 2월 졸업 예정자 -금융공학을 포함한 금융 관련 분야 전공자 혹은 유관 능력 보유자 -
Python, numpy, pandas 사용 경험 우대사항 -컴퓨터 및 전산관련 전공 -금융권 경력 3년 이상이거나..."
https://kr.indeed.com/viewjob?jk=78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: 
Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, 
python, perl 사용 원활..."
https://kr.indeed.com/viewjob?jk=1e8d7931d406d58a,솔브레인 ICT부문,경기도 성남,,"로그래밍(
Python, JAVA 등)에 대한 기초지식 필요 - 4년제 대졸이상 > 우대사항 - 디지털 솔루션 구축 / 운영 (RPA, AI 등) 가능자 - 응용 프로그램 설계 / 개발 / 운영 (
Python, JAVA..."
https://kr.indeed.com/viewjob?jk=4f43a2e29f9f5c11,자동차 전장 ADAS 카메라 알고리즘 SW 개발 전문가,서울특별시,,"Camera calibration, multi-view geometry - 중급 이상 C/C++/
Python 개발 및 computer vision관련 tool 활용 가능 - Tensorflow/Pytorch/Caffe 등의..."
https://kr.indeed.com/viewjob?jk=847b83c4abbb47d8,소프트웨어 개발 연구원,경기도 안양,"연봉 40,000,000원 - 70,000,000원","분 ㆍ리눅스커널 수정 및 디바이스 드라이버 개발 및 포팅에 대한 이해와 경험이 있으신 분 ㆍC/C++/
Python/Java 등의 프로그래밍 언어에 대한 관심과 경험이 풍부하신 분 ㆍLinux/Debian/Ubuntu..."
https://kr.indeed.com/viewjob?jk=1dd8681b1274d8d8,2021년 일본IT 해외취업 과정 / 하이브리드 소프트웨어 전문가 과정 51기 교육생,대전 중구,,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/viewjob?jk=7e4150117819bbe4,"정보보호 엔지니어(보안개발, 서버보안) 모집",성남 판교역,,"있으신 분이 유리합니다. 지원자격 Linux 플랫폼에 대한 이해 서버 개발경험 필수 [mongdb, 
python, docker, bash script] 내부통제 관점의 기업보안의 이해 경력 3년 차 이상 필독사항..."
https://kr.indeed.com/viewjob?jk=45e2530522c7472a,"Python, 인공지능(AI) 외 신입/경력 정규직",성남 분당구,,"제출서류에 허위사실이 있을 경우 채용이 취소될 수 있습니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>
Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>Oracle DB|인터넷·IT·통신·모바일·게임>ERP..."
https://kr.indeed.com/viewjob?jk=bf05f51db0a7e48c,풀스텍 개발자 / 임베디드 개발자,서울,,"로그래밍언어: -백엔드: Go,
Python,Rust,C/C++,Nodejs... 개발: 2년 (선호) * 실무: 2년 (선호) 언어: * Go,
Python,Rust,C/C++,Nodejs (선호) 원격 근무: * 아니요"
https://kr.indeed.com/viewjob?jk=06d133676285b02e,침해사고 대응,성남 판교역,,"계층별/영역별 취약점에 대한 충분한 이해 - CVE 보안취약점 분석 및 대응 역량 - C, Java, 
Python 등을 통한 업무 자동화 및 분석도구 개발 경험 - 리버스 엔지니어링에 능숙하거나 다수의 버그바운티 참여..."
https://kr.indeed.com/viewjob?jk=32dcc690f5be7f10,Software Engineer - Full Stack (MLOps),서울,,"Javascript and React framework * Experience with 
Python scripting with 2D/3D vision data processing and visualization..."
https://kr.indeed.com/viewjob?jk=1770f116606eeeb0,[커머스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,"이런 분을 찾습니다 Docker 기반 환경의 서비스 구축 경험이 있으신 분 Flask, Falcon 등 
Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,"대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/
Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를..."
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: 
Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=3208b77b12fcc510,Korean Computational Linguist - AI (Natural Language Reasoni...,서울,,"relation frameworks * Experience in programming in Perl, 
Python, or another scripting language * Experience in using grammar..."
https://kr.indeed.com/viewjob?jk=e5448ffc7d6ecf02,FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),성남 분당구,"연봉 40,000,000원 - 100,000,000원","사용 경험(Chip Scope/SignalTap) - Language: 
Python/Perl, C/C++ - Vivado 또는 Synplify 또는... SignalTap) - Language: 
Python/Perl, C/C++..."
https://kr.indeed.com/viewjob?jk=1e974ff27c6eb340,Autonomous Driving 분야 엔지니어,서울 강남구,,"프로그래밍 기술 (C/C++, 
Python 등) - 이동 로봇/드론 관련... platform 개발 경험 - 뛰어난 프로그래밍 기술 (C/C++, 
Python) - 3D geometry, math, physics 관련 경험 및..."
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수),대한민국,,"object-oriented programming and intermediate programming proficiency in 
Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=ecd0fe8ed259124a,SK 브로드밴드 Biz Analyst 분야 경력사원,서울특별시,,"빅데이터 등 관련 전공자 경력 - 데이터 분석 지식 및 분석 Tool 사용가능자 (SQL, R, 
Python 등) *필수사항 - Data기반 분석 Insight 도출 및 현업 Communication 에 대한 경험..."
https://kr.indeed.com/viewjob?jk=a0bc80a2fcbbc8a3,시스템 개발 신입사원 모집,대한민국,,"이며, 적극적인 사고방식을 갖고 계신 분 · java, spring framework, javascript, 
python 개발역량을 보유하신 분 · RDBMS(Sybase, PostgreSQL, Oracle 등) 관련 지식을..."
https://kr.indeed.com/viewjob?jk=0c8103efd26d466c,데이터센터 운영 도구 개발,성남 판교역,,"User Interface 개발 - 경력 4년 이상 - Linux 환경(LAMP) 경력 3년 이상 - 
Python, Django, Javascript, PHP 경험 - 다양한 Front-end 프레임 워크 사용 경험..."
https://kr.indeed.com/viewjob?jk=8c32b5db8ab28c7d,"[광고 추천] 데이터 과학자, 기계학습(머신러닝) 전문가 모집",성남 판교역,,"학습(머신러닝), 딥러닝에 관한 지식과 경험이 풍부한 분 하나 이상의 프로그래밍 언어에 능통한 분 (예, 
Python, R, Java, Scala, C/C++, Golang 등) 단, 주니어는 기계학습 기초 지식과 개발 역량..."
https://kr.indeed.com/viewjob?jk=c02d60ec8ce427fc,"백엔드, Python 외 경력 정규직, 계약직",성남 분당구,,"- 지원자격 
Python 기반 서비스 개발 경험을 가지고 계신 분 NodeJS... 력무관직무기술: NodeJS 백엔드 개발, 백엔드부문기타: - 지원자격
Python 기반 서비스 개발 경험을 가지고 계신 분NodeJS, express..."
https://kr.indeed.com/viewjob?jk=6d32c5c83a3357a2,부문별 신규직원,세종특별자치시,,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/viewjob?jk=cb21526dd46b0f90,인공지능 등 신기술 분야 경력직 인재,대한민국,,"수요건1 (인공지능 전문가 분야) - 인공지능 및 머신러닝/딥러닝 등 AI관련 지식과 기술의 보유 - R, 
Python 중 하나 이상의 분석 언어를 사용하여 인공지능 모형 구현 가능 필수요건2 (인공지능 등 신기술의 적용..."
https://kr.indeed.com/viewjob?jk=7268328c0d71d81c,Junior Full-Stack Developer,서울,,"React 혹은 WordPress 등의 CMS도 사용. • 
Python, Node.js, Java, PHP for backend development. • 
Python, Node.js, Java, PHP 등을 사용하여 백엔드..."
https://kr.indeed.com/viewjob?jk=c25feb431668b850,Teaching Faculty,서울•원격 근무,"시급 50,000원 - 120,000원","following courses... 2021-2022 academic year: Computer Science (
Python, Javascript, C/C++, etc. ) Mathematics (Algebra..."
https://kr.indeed.com/viewjob?jk=ea89f29264defca6,"[전주] (신입/경력)랜선하우스 웹개발, Python",전주 완산구,,"(유)랜선하우스부동산투어 [전주] (신입/경력)랜선하우스에서 웹개발, 
Python 모집합니다. 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무... 웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python"
https://kr.indeed.com/viewjob?jk=cb21526dd46b0f90,인공지능 등 신기술 분야 경력직 인재,대한민국,,"수요건1 (인공지능 전문가 분야) - 인공지능 및 머신러닝/딥러닝 등 AI관련 지식과 기술의 보유 - R, 
Python 중 하나 이상의 분석 언어를 사용하여 인공지능 모형 구현 가능 필수요건2 (인공지능 등 신기술의 적용..."
https://kr.indeed.com/viewjob?jk=5ea9ea023c6ccc03,"S/W 엔지니어, 데이터분석 신입/경력 정규직, 인턴",성남 분당구,,"케이션 제작 및 유지보수 업무- 
Python, Golang, QT 중 선택... 2. 시스템프로그래머- 
Python, Golang, QT 중 선택 가능3. 영상데이터 분석 및 모델링- 
python기반 영상데이터 분석 및 모델링..."
https://kr.indeed.com/viewjob?jk=c10064bea1536bfd,[ICT 확산사업] 2021년 블록체인 교육비 무료 교육생,서울,,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/viewjob?jk=6f4889537af98046,데이터 사이언티스트 및 엔지니어,성남 판교역,,"및 데이터 분석 관련 언어(R, 
Python, SQL 등)의 능숙한 활용... Hadoop 에코 시스템을 통한 데이터 처리 플랫폼 개발 가능 - 
Python, Java, SQL 활용 능숙 - 오픈소스 학습 및 활용 역량..."
https://kr.indeed.com/viewjob?jk=a0bc80a2fcbbc8a3,시스템 개발 신입사원 모집,대한민국,,"이며, 적극적인 사고방식을 갖고 계신 분 · java, spring framework, javascript, 
python 개발역량을 보유하신 분 · RDBMS(Sybase, PostgreSQL, Oracle 등) 관련 지식을..."
https://kr.indeed.com/viewjob?jk=049e047740085644,분당 kt 전산 프로그램 개발/운영 인력,성남 분당구,,"수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>
Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>데이터베이스·DBA..."
https://kr.indeed.com/viewjob?jk=e5448ffc7d6ecf02,FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),성남 분당구,"연봉 40,000,000원 - 100,000,000원","사용 경험(Chip Scope/SignalTap) - Language: 
Python/Perl, C/C++ - Vivado 또는 Synplify 또는... SignalTap) - Language: 
Python/Perl, C/C++..."
https://kr.indeed.com/viewjob?jk=3481d28c4e3ddef2,[물류플랫폼] 프론트/백엔드 개발자 채용(경력직),인천,"연봉 46,800,000원 - 50,400,000원","비스 개발 및 운영경험 ㆍ조직의 기술과 문화를 지속해서 높여가기 위해 적극적인 활동을 하신 분 • 기술스택 ㆍ
Python, Node.js, Nest.js, Typescript, AWS, GCP, GraphQL, MongDB..."
https://kr.indeed.com/viewjob?jk=e862bb7cf9eedd84,[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,성남 분당구,,"경력 지원자) - 데이터베이스 연관 3rd Party 제품 기술지원 경험자(경력 지원자) - Java/C/
Python/shell 초급 개발자/경험자(경력 지원자) - S/W QA 경험자(경력 지원자) - CDC 제품 사용..."
https://kr.indeed.com/viewjob?jk=2efbe762db1c2698,경력사원 정규직 채용,서울 여의도,,"데이터 수집 및 마트 설계(Hive, Spark SQL 등) -데이터 전처리 및 분석 모델 설계/구현(
Python, Pyspark 등) -분석결과 시각화 및 BI Tool 활용능력(Tableau 등) -학사 학위 이상..."
https://kr.indeed.com/viewjob?jk=7cdcfaeb2ddc43a9,품질센터 인재 Pool 등록 (8월 경력),청주 오창읍,,"Minitab, SPSS, SAS 등) or 프로그래밍 언어 (R, 
Python, Visual Basic 등)에 대한 경험 - 6σ MBB, CRE... 등) or 프로그래밍 언어(R, 
Python, Visual Basic 등..."
https://kr.indeed.com/viewjob?jk=e8c1cc0dcd92a1ae,Diploma Student / Intern - Software Engineering Intern - Kor...,서울,,"even under challenging conditions Programming languages: 
Python, JavaScript Intermediate communication skills in English..."
https://kr.indeed.com/viewjob?jk=bb3dd73bc58c31af,[진행중] 우리은행 빅데이터사업부 전문직(데이터사이언티스트-분석) 채용공고,서울 회현동,,"공학)/수학/통계 관련 전공자 - 금융 분야 또는 B2C 서비스, 플랫폼 운영/기획 경험 보유자 - 
Python/R/Java 등 분석 및 프로그래밍 언어 사용 경험자 - 은행 등 금융권 데이터 기획/운영/PM 관련..."
https://kr.indeed.com/viewjob?jk=ecd0fe8ed259124a,SK 브로드밴드 Biz Analyst 분야 경력사원,서울특별시,,"빅데이터 등 관련 전공자 경력 - 데이터 분석 지식 및 분석 Tool 사용가능자 (SQL, R, 
Python 등) *필수사항 - Data기반 분석 Insight 도출 및 현업 Communication 에 대한 경험..."
https://kr.indeed.com/viewjob?jk=eb653c2f2346cce9,R&D 경력사원 (기판/전력전자/Actuator/렌즈/AI/SW),서울 마곡역,,"픈소스 기반 머신러닝/딥러닝 기술 개발 경험자 - 프로그래밍 스킬 보유자(
python, java, C/C++, tensorflow, pytorch 등... 가능자 (MATLAB, Simulink, 
Python) - 디지털신호처리..."
https://kr.indeed.com/viewjob?jk=1fddea3f6e90d96d,데이터 엔지니어(신입/경력),서울 강남구,,"DataMart 인프라 개발 & 관리 • 데이터 분석 업무 자격요건 • Java, Kotlin, Scala, 
Python 사용 경험 • SQL 사용 경험 우대사항 • Spark 사용 경험 • Hadoop 사용 경험..."
https://kr.indeed.com/viewjob?jk=b15288909dc2094b,"[인턴] Lighthouse 본부 서버, 웹서비스 개발자 인턴 채용 - 정규직 전환 가능",서울 강남구,,"가능) -고용형태: 인턴 근무기간 동안 평가를 통해 정규직 전환 검토 -
Python기반 웹 서비스 개발 능력 -React 및 CSS/HTML 같은... 평가를 통해 정규직 전환 검토 -
Python기반 웹 어플리케이션 개발 경험..."
https://kr.indeed.com/viewjob?jk=f2b304235c876282,퀀트개발자,서울,"연봉 40,000,000원 - 50,000,000원","programming skills in any... following languages. (C/C++/C#/
Python/Java/Node.js) -Experience with R/Excel modelling..."
https://kr.indeed.com/viewjob?jk=e7c8c2b11f24fb43,Software Engineer,서울,,"languages, including... limited to: C++, Java, C and 
Python. Excellent written and verbal communication skills. About..."
https://kr.indeed.com/viewjob?jk=7268328c0d71d81c,Junior Full-Stack Developer,서울,,"React 혹은 WordPress 등의 CMS도 사용. • 
Python, Node.js, Java, PHP for backend development. • 
Python, Node.js, Java, PHP 등을 사용하여 백엔드..."
https://kr.indeed.com/viewjob?jk=0db4e7cb4a9dab02,클라우드 엔지니어 모집,성남 판교역,,"V 기반 가상화 시스템 운영 3년 이상의 리눅스 시스템(Ubuntu, CentOS) 운영 Shell, 
Python 프로그래밍 뛰어난 업무 소통 능력 우대사항 OpenStack 기반 클라우드개발 운영 Kubernetes 운영..."
https://kr.indeed.com/viewjob?jk=49d127c231640d09,Field Service Engineer,서울,,"experience with system administrative scripting. (bash, 
Python, etc.). 3+ years experience with modern server deployment..."
https://kr.indeed.com/viewjob?jk=be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),서울,,"의미한 인사이트 발굴 - R, 
Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java,
Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
https://kr.indeed.com/viewjob?jk=6d32c5c83a3357a2,부문별 신규직원,세종특별자치시,,"통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>
Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터..."
https://kr.indeed.com/viewjob?jk=1e8a7f97c4b6238b,NLP/Chatbot Researcher,서울,,"PyTorch, Caffe 등 Machine Learning Framework 활용 능력 - 
Python, C/C++, Java 등 프로그래밍 언어 경험 • 우대사항 - 관련 분야 박사 학위 - Machine..."
https://kr.indeed.com/viewjob?jk=89f3e10d77a126bf,Field Service Engineer,경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, 
Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=1770f116606eeeb0,[커머스 플랫폼] 백엔드 엔지니어 (전문연구요원 가능),서울,,"이런 분을 찾습니다 Docker 기반 환경의 서비스 구축 경험이 있으신 분 Flask, Falcon 등 
Python 기반 웹어플리케이션 서버 개발 경험이 있으신 분 RDBMS 또는 Elasticsearch 등을 활용한 시스템..."
https://kr.indeed.com/viewjob?jk=e45a312040ca1ef0,[PBN] Back-End 프로그래머 모집,성남 판교역,,"Framework(Spring Boot)또는 Node.js 이용한 Application 개발 경험자 2. 
Python등의 스크립트 활용 3. mongoDB, mysql 개발 경험자 4. 최신 기술 동향에 능동적인 마인드 보유..."
https://kr.indeed.com/viewjob?jk=ca4acc557faca426,IT Project Manager,서울,,"3) Network Programming skills (e.g. C/Java/
Python) or ability to read and write SQL... skills (e.g. C/Java/
Python) or ability..."
https://kr.indeed.com/viewjob?jk=50a2ea4efa470d4c,[IT운영팀] RPA 기획 설계 경력직 채용,서울,,"RPA 이해도 上 및 활용 제안 knowledge •UiPath (타 SW경험 가능), 
Python 이해 및 활용 •Java, Javascript, SQL 기본이해 •DT Trend / Insight 0 본사(63빌딩..."
https://kr.indeed.com/viewjob?jk=7cb5c3076d1701db,"Field Applications Engineer, Audio",서울,,"High level or detailed knowledge of SOC design. C/C++, 
python coding skills. Knowledge of music, audio/video production..."
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 
Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,성남 판교역,,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 
Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
https://kr.indeed.com/viewjob?jk=662beff5f293820b,AR/VR SDK 개발자 모집,성남 판교역,,"iOS 및 PC/Web 플랫폼향 API 개발 (C++, Java/Kotlin, ObjC/Swift, 
Python, Javascript) 멀티플랫폼 패키징 및 배포시스템 개발, 유지보수 모바일 최적화 및 플랫폼 이슈 대응..."
https://kr.indeed.com/viewjob?jk=55a19c92c845685e,Developer / Designer recruit,서울 논현동,,"language (i.e 
Python, Ruby, Java, .Net... High proficiency in 
Python... knowledge... least one 
Python web framework..."
https://kr.indeed.com/viewjob?jk=fed05adc8174f9d8,소니코리아 디바이스 사업부 세일즈마케팅 및 엔지니어 채용,서울 여의도,,"및 Porting ㆍDigital 신호처리 [우대사항] ㆍ전자공학 및 컴퓨터공학 전공자 ㆍC++, 
Python 사용가능자 ㆍEmbedded system 개발 경험 ㆍAndroid/iOS App 개발 경험 ㆍ정보처..."
https://kr.indeed.com/viewjob?jk=5bf2704355839213,시스템반도체 회로개발 2년 이상 경력,수원 권선구,,"4대보험가입, 경조사비, 점심식사(비) 제공 • 참고사항 - Scripting and Automation (
Python, Tcl, Perl 등) 사용 가능자 우대 - 회로 설계툴 (EDA - Virtuoso/HSPICE..."
